ExpenseID,VendorID,ERP_System,Department,CostCenter,ExpenseType,ExpenseDate,Amount,Currency
EXP_0008288,VEND_00429,Oracle_Financials,IT,CC300,OPEX,2024-09-22,183399.87,USD
EXP_0008289,VEND_00791,Oracle_Financials,Operations,CC100,OPEX,2025-01-23,148732.45,USD
EXP_0008290,VEND_01522,SAP,Sales,CC300,OPEX,2024-06-20,127387.54,USD
EXP_0008291,VEND_01564,Oracle_Financials,Marketing,CC100,CAPEX,2023-09-10,69139.09,USD
EXP_0008292,VEND_00747,SAP,Operations,CC400,CAPEX,2023-09-06,166541.6,USD
EXP_0008293,VEND_00367,SAP,IT,CC200,CAPEX,2023-03-15,142734.65,USD
EXP_0008294,VEND_00313,Oracle_Financials,Operations,CC200,OPEX,2023-09-30,9561.11,USD
EXP_0008295,VEND_00538,Oracle_Financials,Sales,CC200,CAPEX,2025-03-06,135314.62,USD
EXP_0008296,VEND_00921,Oracle_Financials,IT,CC100,CAPEX,2024-03-16,116481.28,USD
EXP_0008297,VEND_01078,Oracle_Financials,IT,CC400,CAPEX,2023-11-28,138189.26,USD
EXP_0008298,VEND_01565,NetSuite,Operations,CC100,OPEX,2024-12-02,6272.22,USD
EXP_0008299,VEND_01491,NetSuite,IT,CC400,OPEX,2024-08-12,18923.77,USD
EXP_0008300,VEND_00865,NetSuite,Sales,CC300,CAPEX,2023-04-02,119062.62,USD
EXP_0008301,VEND_01188,SAP,Operations,CC400,OPEX,2023-04-26,125951.37,USD
EXP_0008302,VEND_00782,SAP,Finance,CC400,OPEX,2024-11-18,32316.8,USD
EXP_0008303,VEND_00334,NetSuite,Operations,CC400,OPEX,2024-02-28,123228.78,USD
EXP_0008304,VEND_01571,Oracle_Financials,Finance,CC400,OPEX,2024-03-09,33826.56,USD
EXP_0008305,VEND_00798,SAP,IT,CC200,OPEX,2024-01-10,102705.58,USD
EXP_0008306,VEND_00348,SAP,Finance,CC300,CAPEX,2023-12-23,171093.94,USD
EXP_0008307,VEND_00273,SAP,Marketing,CC400,CAPEX,2023-07-15,114599.17,USD
EXP_0008308,VEND_00963,SAP,Marketing,CC400,OPEX,2023-11-25,142563.71,USD
EXP_0008309,VEND_00720,NetSuite,Operations,CC300,CAPEX,2023-12-19,152366.5,USD
EXP_0008310,VEND_01774,NetSuite,Marketing,CC200,CAPEX,2024-08-31,79780.86,USD
EXP_0008311,VEND_01438,SAP,Marketing,CC200,OPEX,2024-11-02,61192.46,USD
EXP_0008312,VEND_00500,Oracle_Financials,Finance,CC300,CAPEX,2023-01-25,74083.76,USD
EXP_0008313,VEND_01117,NetSuite,IT,CC200,OPEX,2025-02-27,29338.58,USD
EXP_0008314,VEND_00685,SAP,Finance,CC200,CAPEX,2023-11-09,76406.89,USD
EXP_0008315,VEND_00079,NetSuite,Operations,CC100,CAPEX,2023-06-23,50420.18,USD
EXP_0008316,VEND_00622,SAP,Operations,CC200,CAPEX,2023-12-25,191150.23,USD
EXP_0008317,VEND_01241,Oracle_Financials,IT,CC100,OPEX,2024-09-23,104456.67,USD
EXP_0008318,VEND_00947,SAP,Sales,CC100,CAPEX,2025-04-21,83877.55,USD
EXP_0008319,VEND_00358,SAP,Sales,CC400,CAPEX,2025-04-02,146052.41,USD
EXP_0008320,VEND_00618,SAP,Marketing,CC400,CAPEX,2024-03-28,118627.42,USD
EXP_0008321,VEND_00507,Oracle_Financials,Finance,CC400,CAPEX,2024-09-30,20862.16,USD
EXP_0008322,VEND_01583,SAP,IT,CC100,OPEX,2023-05-30,143591.37,USD
EXP_0008323,VEND_01205,SAP,Marketing,CC200,CAPEX,2024-03-27,50710.78,USD
EXP_0008324,VEND_00576,NetSuite,Operations,CC200,CAPEX,2023-02-15,1275.72,USD
EXP_0008325,VEND_01270,SAP,Operations,CC400,OPEX,2025-04-17,106793.55,USD
EXP_0008326,VEND_00244,NetSuite,IT,CC100,OPEX,2023-08-28,26352.68,USD
EXP_0008327,VEND_00506,SAP,Sales,CC100,OPEX,2023-07-24,140570.52,USD
EXP_0008328,VEND_00422,Oracle_Financials,Operations,CC100,OPEX,2024-12-02,49321.61,USD
EXP_0008329,VEND_01344,Oracle_Financials,Marketing,CC300,OPEX,2024-01-18,21851.09,USD
EXP_0008330,VEND_01111,Oracle_Financials,Operations,CC200,OPEX,2023-06-09,26142.54,USD
EXP_0008331,VEND_00217,SAP,Sales,CC100,CAPEX,2025-02-14,22610.76,USD
EXP_0008332,VEND_01514,Oracle_Financials,IT,CC400,OPEX,2025-01-15,121388.59,USD
EXP_0008333,VEND_01543,Oracle_Financials,Marketing,CC300,CAPEX,2025-05-23,84713.61,USD
EXP_0008334,VEND_01302,SAP,Sales,CC100,CAPEX,2023-03-29,36634.89,USD
EXP_0008335,VEND_01873,NetSuite,IT,CC400,CAPEX,2023-04-26,170607.52,USD
EXP_0008336,VEND_01746,SAP,Operations,CC400,CAPEX,2025-01-27,46455.55,USD
EXP_0008337,VEND_01009,SAP,Operations,CC300,CAPEX,2023-02-25,169193.14,USD
EXP_0008338,VEND_01193,NetSuite,Marketing,CC400,CAPEX,2023-09-06,130030.38,USD
EXP_0008339,VEND_00330,Oracle_Financials,Operations,CC400,CAPEX,2024-09-27,85772.94,USD
EXP_0008340,VEND_00650,SAP,Sales,CC100,OPEX,2023-06-01,7521.99,USD
EXP_0008341,VEND_01465,NetSuite,IT,CC100,OPEX,2025-06-08,5108.24,USD
EXP_0008342,VEND_00391,NetSuite,Finance,CC200,CAPEX,2025-05-02,114721.56,USD
EXP_0008343,VEND_01520,Oracle_Financials,Finance,CC300,OPEX,2025-04-19,158389.76,USD
EXP_0008344,VEND_00381,SAP,IT,CC200,OPEX,2023-10-22,91975.65,USD
EXP_0008345,VEND_01330,NetSuite,IT,CC400,OPEX,2023-01-15,123614.56,USD
EXP_0008346,VEND_00742,SAP,Marketing,CC300,OPEX,2023-12-18,75037.93,USD
EXP_0008347,VEND_00820,SAP,Finance,CC200,OPEX,2024-12-11,140073.57,USD
EXP_0008348,VEND_00673,Oracle_Financials,Sales,CC200,CAPEX,2025-04-03,127906.92,USD
EXP_0008349,VEND_00513,SAP,Sales,CC100,OPEX,2023-04-24,57314.83,USD
EXP_0008350,VEND_01772,Oracle_Financials,Operations,CC200,CAPEX,2023-11-09,126018.36,USD
EXP_0008351,VEND_00949,NetSuite,Finance,CC100,CAPEX,2024-04-05,45688.87,USD
EXP_0008352,VEND_01212,Oracle_Financials,Marketing,CC400,OPEX,2024-04-27,58919.03,USD
EXP_0008353,VEND_00930,Oracle_Financials,Finance,CC300,OPEX,2023-01-24,141141.82,USD
EXP_0008354,VEND_01540,NetSuite,Finance,CC200,OPEX,2023-12-06,26355.16,USD
EXP_0008355,VEND_00913,Oracle_Financials,Operations,CC400,CAPEX,2023-08-03,141794.74,USD
EXP_0008356,VEND_00644,Oracle_Financials,Marketing,CC200,OPEX,2025-01-27,114299.34,USD
EXP_0008357,VEND_00427,NetSuite,Marketing,CC200,OPEX,2024-07-04,872.59,USD
EXP_0008358,VEND_00502,Oracle_Financials,Finance,CC300,OPEX,2023-08-05,14470.38,USD
EXP_0008359,VEND_00730,SAP,Operations,CC400,OPEX,2023-07-28,60248.59,USD
EXP_0008360,VEND_01284,Oracle_Financials,Finance,CC200,OPEX,2024-07-13,168699.66,USD
EXP_0008361,VEND_01537,Oracle_Financials,IT,CC300,OPEX,2024-06-19,80427.31,USD
EXP_0008362,VEND_00071,SAP,Marketing,CC300,OPEX,2025-02-07,126529.04,USD
EXP_0008363,VEND_00478,Oracle_Financials,Sales,CC100,OPEX,2023-09-22,17641.58,USD
EXP_0008364,VEND_01202,NetSuite,Finance,CC200,OPEX,2024-07-15,86639.01,USD
EXP_0008365,VEND_00457,NetSuite,Finance,CC200,CAPEX,2024-05-09,137362.69,USD
EXP_0008366,VEND_00189,SAP,Marketing,CC400,OPEX,2024-09-29,102711.48,USD
EXP_0008367,VEND_00291,NetSuite,Sales,CC300,CAPEX,2025-01-17,153025.14,USD
EXP_0008368,VEND_01544,Oracle_Financials,IT,CC400,OPEX,2023-05-25,80012.65,USD
EXP_0008369,VEND_01789,NetSuite,IT,CC200,OPEX,2024-12-12,84041.14,USD
EXP_0008370,VEND_00920,Oracle_Financials,Sales,CC300,OPEX,2024-12-16,123741.51,USD
EXP_0008371,VEND_00292,Oracle_Financials,IT,CC200,OPEX,2024-11-15,140970.42,USD
EXP_0008372,VEND_01970,Oracle_Financials,IT,CC400,CAPEX,2023-01-19,70737.95,USD
EXP_0008373,VEND_00756,Oracle_Financials,Operations,CC300,OPEX,2024-01-21,164751.09,USD
EXP_0008374,VEND_01659,Oracle_Financials,Marketing,CC100,CAPEX,2024-08-19,151255.05,USD
EXP_0008375,VEND_01835,NetSuite,IT,CC400,CAPEX,2024-11-10,163959.09,USD
EXP_0008376,VEND_01307,Oracle_Financials,Sales,CC200,OPEX,2024-06-23,133866.02,USD
EXP_0008377,VEND_01568,SAP,Operations,CC300,CAPEX,2023-02-14,4612.73,USD
EXP_0008378,VEND_01870,SAP,Finance,CC400,OPEX,2023-09-19,39191.42,USD
EXP_0008379,VEND_00377,SAP,Marketing,CC100,OPEX,2023-06-24,137697.44,USD
EXP_0008380,VEND_01682,NetSuite,Operations,CC300,CAPEX,2023-03-03,26524.02,USD
EXP_0008381,VEND_01180,SAP,IT,CC100,CAPEX,2023-10-18,68891.6,USD
EXP_0008382,VEND_00508,Oracle_Financials,IT,CC300,OPEX,2023-07-25,40813.05,USD
EXP_0008383,VEND_01437,NetSuite,Sales,CC300,CAPEX,2025-03-19,175043.51,USD
EXP_0008384,VEND_00528,NetSuite,Finance,CC100,OPEX,2024-12-14,46296.6,USD
EXP_0008385,VEND_01379,Oracle_Financials,Sales,CC400,CAPEX,2024-09-24,95847.27,USD
EXP_0008386,VEND_00559,SAP,IT,CC200,OPEX,2023-10-05,167683.86,USD
EXP_0008387,VEND_01787,Oracle_Financials,Finance,CC100,OPEX,2023-02-24,100788.56,USD
EXP_0008388,VEND_01211,SAP,IT,CC400,OPEX,2024-04-21,93925.2,USD
EXP_0008389,VEND_01055,SAP,Sales,CC300,OPEX,2024-11-01,122302.09,USD
EXP_0008390,VEND_00260,SAP,Marketing,CC300,OPEX,2023-01-09,89906.92,USD
EXP_0008391,VEND_00421,SAP,Sales,CC400,OPEX,2023-03-10,56974.81,USD
EXP_0008392,VEND_01553,SAP,Operations,CC200,CAPEX,2024-02-02,195006.87,USD
EXP_0008393,VEND_01575,Oracle_Financials,Marketing,CC300,CAPEX,2024-11-07,159680.47,USD
EXP_0008394,VEND_00304,NetSuite,Marketing,CC300,OPEX,2023-10-05,108055.31,USD
EXP_0008395,VEND_00942,NetSuite,Marketing,CC100,CAPEX,2024-11-09,31814.71,USD
EXP_0008396,VEND_01968,NetSuite,Sales,CC200,OPEX,2025-05-22,168103.18,USD
EXP_0008397,VEND_01063,Oracle_Financials,Marketing,CC400,CAPEX,2024-11-06,44985.69,USD
EXP_0008398,VEND_01513,Oracle_Financials,Finance,CC400,CAPEX,2024-01-04,120743.47,USD
EXP_0008399,VEND_01668,NetSuite,Operations,CC400,CAPEX,2025-06-04,167043.82,USD
EXP_0008400,VEND_00542,SAP,Sales,CC300,CAPEX,2023-04-21,35469.69,USD
EXP_0008401,VEND_01694,NetSuite,Sales,CC100,OPEX,2023-01-20,113332.54,USD
EXP_0008402,VEND_01302,NetSuite,Sales,CC100,OPEX,2023-10-27,140083.28,USD
EXP_0008403,VEND_01227,SAP,Finance,CC100,OPEX,2025-06-07,32686.36,USD
EXP_0008404,VEND_01090,SAP,IT,CC100,CAPEX,2024-10-26,3424.38,USD
EXP_0008405,VEND_00108,SAP,Finance,CC100,OPEX,2024-01-31,57119.0,USD
EXP_0008406,VEND_00268,Oracle_Financials,IT,CC300,OPEX,2023-08-25,78905.69,USD
EXP_0008407,VEND_00222,SAP,Marketing,CC300,CAPEX,2024-01-25,108847.97,USD
EXP_0008408,VEND_01828,NetSuite,Finance,CC100,OPEX,2024-06-04,142078.87,USD
EXP_0008409,VEND_01554,NetSuite,Marketing,CC200,OPEX,2024-12-27,45111.83,USD
EXP_0008410,VEND_01114,NetSuite,Marketing,CC200,CAPEX,2023-04-12,58058.43,USD
EXP_0008411,VEND_00693,NetSuite,Sales,CC400,OPEX,2023-11-20,122444.73,USD
EXP_0008412,VEND_00255,SAP,Marketing,CC200,CAPEX,2024-05-11,187805.55,USD
EXP_0008413,VEND_01479,Oracle_Financials,Marketing,CC200,OPEX,2025-06-06,54243.76,USD
EXP_0008414,VEND_00253,NetSuite,Marketing,CC400,OPEX,2024-09-03,180544.82,USD
EXP_0008415,VEND_00257,SAP,Finance,CC400,OPEX,2024-06-28,124226.91,USD
EXP_0008416,VEND_00383,SAP,Operations,CC100,CAPEX,2023-04-01,33575.73,USD
EXP_0008417,VEND_00442,Oracle_Financials,Marketing,CC300,OPEX,2023-07-10,42765.79,USD
EXP_0008418,VEND_01882,Oracle_Financials,Operations,CC100,CAPEX,2023-07-23,84851.25,USD
EXP_0008419,VEND_00599,SAP,Marketing,CC100,CAPEX,2024-05-27,127337.47,USD
EXP_0008420,VEND_01114,NetSuite,Operations,CC100,OPEX,2024-04-13,152278.78,USD
EXP_0008421,VEND_01773,NetSuite,Finance,CC300,OPEX,2024-07-28,9513.12,USD
EXP_0008422,VEND_00390,Oracle_Financials,Sales,CC200,OPEX,2024-12-30,98387.61,USD
EXP_0008423,VEND_00582,SAP,IT,CC200,OPEX,2023-01-23,38750.09,USD
EXP_0008424,VEND_01068,NetSuite,Operations,CC400,CAPEX,2023-02-10,140929.61,USD
EXP_0008425,VEND_01736,SAP,Operations,CC200,OPEX,2023-09-11,144396.4,USD
EXP_0008426,VEND_01688,SAP,Marketing,CC400,OPEX,2024-06-26,82961.2,USD
EXP_0008427,VEND_00598,NetSuite,Marketing,CC100,OPEX,2023-11-09,97547.11,USD
EXP_0008428,VEND_00019,NetSuite,IT,CC400,OPEX,2023-12-08,133979.52,USD
EXP_0008429,VEND_01125,NetSuite,Operations,CC400,CAPEX,2024-05-16,74438.45,USD
EXP_0008430,VEND_01938,Oracle_Financials,Marketing,CC300,CAPEX,2024-02-07,67297.65,USD
EXP_0008431,VEND_00607,Oracle_Financials,Sales,CC200,OPEX,2025-02-01,18765.91,USD
EXP_0008432,VEND_01790,SAP,Marketing,CC300,CAPEX,2023-06-10,20204.12,USD
EXP_0008433,VEND_01381,NetSuite,Marketing,CC400,OPEX,2023-01-19,183103.62,USD
EXP_0008434,VEND_01566,NetSuite,Marketing,CC300,CAPEX,2023-12-22,77123.93,USD
EXP_0008435,VEND_01785,SAP,Finance,CC100,CAPEX,2024-12-01,133814.26,USD
EXP_0008436,VEND_01962,NetSuite,Operations,CC200,CAPEX,2023-12-27,178608.45,USD
EXP_0008437,VEND_00033,NetSuite,Operations,CC200,OPEX,2023-12-30,192567.19,USD
EXP_0008438,VEND_01994,NetSuite,Sales,CC100,OPEX,2024-10-02,81054.28,USD
EXP_0008439,VEND_01253,Oracle_Financials,Sales,CC200,OPEX,2023-11-06,143979.61,USD
EXP_0008440,VEND_01548,SAP,Sales,CC400,OPEX,2023-08-30,137175.66,USD
EXP_0008441,VEND_01654,NetSuite,Marketing,CC200,OPEX,2024-05-28,79297.57,USD
EXP_0008442,VEND_00862,Oracle_Financials,Marketing,CC200,CAPEX,2023-10-10,111673.61,USD
EXP_0008443,VEND_00155,Oracle_Financials,Sales,CC400,OPEX,2025-04-11,157042.73,USD
EXP_0008444,VEND_01447,SAP,Operations,CC100,CAPEX,2023-03-05,66930.1,USD
EXP_0008445,VEND_00905,NetSuite,IT,CC300,CAPEX,2024-10-02,108950.45,USD
EXP_0008446,VEND_01270,Oracle_Financials,Operations,CC300,OPEX,2023-09-21,53752.62,USD
EXP_0008447,VEND_00405,Oracle_Financials,Marketing,CC400,CAPEX,2025-06-18,97412.17,USD
EXP_0008448,VEND_00844,SAP,Sales,CC100,OPEX,2024-02-01,82480.08,USD
EXP_0008449,VEND_01783,Oracle_Financials,Finance,CC100,CAPEX,2025-04-14,180098.45,USD
EXP_0008450,VEND_01565,NetSuite,Sales,CC100,OPEX,2023-01-31,159473.72,USD
EXP_0008451,VEND_01185,Oracle_Financials,Marketing,CC100,CAPEX,2024-07-22,45938.07,USD
EXP_0008452,VEND_00747,Oracle_Financials,IT,CC100,CAPEX,2023-10-14,136808.25,USD
EXP_0008453,VEND_01726,NetSuite,Sales,CC300,OPEX,2023-08-19,169856.89,USD
EXP_0008454,VEND_01141,Oracle_Financials,Operations,CC200,OPEX,2023-06-05,198609.19,USD
EXP_0008455,VEND_00271,SAP,Marketing,CC300,CAPEX,2023-12-16,157129.61,USD
EXP_0008456,VEND_00770,Oracle_Financials,Finance,CC200,OPEX,2024-02-07,122489.7,USD
EXP_0008457,VEND_01716,SAP,Marketing,CC200,OPEX,2024-11-03,188046.38,USD
EXP_0008458,VEND_01511,SAP,Sales,CC100,OPEX,2023-05-21,54412.22,USD
EXP_0008459,VEND_01909,NetSuite,Finance,CC400,OPEX,2023-03-31,149080.11,USD
EXP_0008460,VEND_00172,SAP,Operations,CC400,CAPEX,2025-01-17,5413.08,USD
EXP_0008461,VEND_01974,Oracle_Financials,Sales,CC400,CAPEX,2024-01-27,72041.98,USD
EXP_0008462,VEND_00274,NetSuite,Marketing,CC200,OPEX,2024-06-17,167089.18,USD
EXP_0008463,VEND_00259,SAP,Operations,CC100,OPEX,2024-11-25,146013.17,USD
EXP_0008464,VEND_01159,SAP,IT,CC400,OPEX,2024-09-19,198176.5,USD
EXP_0008465,VEND_01707,SAP,IT,CC300,OPEX,2025-06-12,27426.45,USD
EXP_0008466,VEND_01746,Oracle_Financials,IT,CC400,CAPEX,2024-10-02,51100.55,USD
EXP_0008467,VEND_01772,Oracle_Financials,Operations,CC300,CAPEX,2024-12-03,176953.15,USD
EXP_0008468,VEND_00422,SAP,IT,CC200,CAPEX,2023-08-21,11787.82,USD
EXP_0008469,VEND_01445,NetSuite,Finance,CC300,CAPEX,2024-03-03,66366.22,USD
EXP_0008470,VEND_01210,Oracle_Financials,Operations,CC400,CAPEX,2023-09-04,80115.36,USD
EXP_0008471,VEND_01953,NetSuite,Finance,CC400,OPEX,2024-08-09,156943.15,USD
EXP_0008472,VEND_00364,Oracle_Financials,Sales,CC400,CAPEX,2023-06-06,181548.54,USD
EXP_0008473,VEND_01979,NetSuite,IT,CC100,CAPEX,2024-03-12,87981.98,USD
EXP_0008474,VEND_01631,NetSuite,Marketing,CC100,CAPEX,2023-11-16,174127.99,USD
EXP_0008475,VEND_00378,SAP,Finance,CC200,CAPEX,2024-09-11,121994.92,USD
EXP_0008476,VEND_01547,SAP,IT,CC200,CAPEX,2023-12-04,14532.13,USD
EXP_0008477,VEND_00580,SAP,IT,CC200,CAPEX,2024-04-04,23309.22,USD
EXP_0008478,VEND_00891,SAP,Sales,CC300,CAPEX,2024-07-09,32502.26,USD
EXP_0008479,VEND_00722,NetSuite,Finance,CC200,CAPEX,2023-05-15,26237.64,USD
EXP_0008480,VEND_01220,SAP,Marketing,CC100,CAPEX,2023-07-31,20722.83,USD
EXP_0008481,VEND_00881,Oracle_Financials,Finance,CC200,CAPEX,2024-10-30,117383.79,USD
EXP_0008482,VEND_01122,SAP,Marketing,CC200,OPEX,2023-05-22,165354.6,USD
EXP_0008483,VEND_00605,SAP,Finance,CC100,OPEX,2024-08-17,24212.9,USD
EXP_0008484,VEND_00022,Oracle_Financials,Operations,CC300,OPEX,2024-07-08,49105.99,USD
EXP_0008485,VEND_01474,SAP,IT,CC100,CAPEX,2024-12-01,173016.66,USD
EXP_0008486,VEND_01196,SAP,Sales,CC200,OPEX,2025-03-30,41609.35,USD
EXP_0008487,VEND_00383,SAP,Operations,CC100,OPEX,2023-07-27,108481.04,USD
EXP_0008488,VEND_00134,Oracle_Financials,Finance,CC100,OPEX,2025-06-02,103124.31,USD
EXP_0008489,VEND_01450,Oracle_Financials,Operations,CC200,CAPEX,2023-05-22,97246.89,USD
EXP_0008490,VEND_01049,SAP,Sales,CC300,OPEX,2023-11-13,132849.02,USD
EXP_0008491,VEND_00503,Oracle_Financials,Marketing,CC200,CAPEX,2024-12-06,172946.31,USD
EXP_0008492,VEND_01209,NetSuite,Operations,CC100,CAPEX,2024-12-23,199995.08,USD
EXP_0008493,VEND_01109,Oracle_Financials,Finance,CC100,OPEX,2024-06-20,162161.74,USD
EXP_0008494,VEND_01591,SAP,Finance,CC400,OPEX,2023-05-19,177180.66,USD
EXP_0008495,VEND_01787,Oracle_Financials,IT,CC300,OPEX,2024-03-16,92517.1,USD
EXP_0008496,VEND_00144,SAP,Operations,CC400,OPEX,2025-02-27,49595.65,USD
EXP_0008497,VEND_01887,NetSuite,Marketing,CC200,OPEX,2023-05-29,69552.29,USD
EXP_0008498,VEND_01934,NetSuite,Finance,CC400,OPEX,2024-11-02,140782.91,USD
EXP_0008499,VEND_01703,SAP,IT,CC300,OPEX,2024-08-01,123362.4,USD
EXP_0008500,VEND_01436,Oracle_Financials,Operations,CC400,CAPEX,2023-06-11,178246.97,USD
EXP_0008501,VEND_00224,NetSuite,Sales,CC400,OPEX,2023-11-22,178207.01,USD
EXP_0008502,VEND_00220,SAP,Operations,CC300,CAPEX,2023-03-11,16063.78,USD
EXP_0008503,VEND_00179,SAP,IT,CC100,CAPEX,2024-07-24,191901.38,USD
EXP_0008504,VEND_01655,NetSuite,Finance,CC300,CAPEX,2024-06-29,59565.35,USD
EXP_0008505,VEND_00433,SAP,Sales,CC400,OPEX,2025-01-06,147302.96,USD
EXP_0008506,VEND_00265,NetSuite,Finance,CC300,CAPEX,2023-05-02,50157.43,USD
EXP_0008507,VEND_00954,NetSuite,Marketing,CC300,CAPEX,2023-07-08,172686.39,USD
EXP_0008508,VEND_00429,Oracle_Financials,IT,CC400,CAPEX,2023-11-22,85511.71,USD
EXP_0008509,VEND_01686,SAP,Operations,CC200,OPEX,2025-05-09,107976.34,USD
EXP_0008510,VEND_00416,NetSuite,Marketing,CC400,CAPEX,2025-06-19,144809.12,USD
EXP_0008511,VEND_01477,NetSuite,Marketing,CC400,CAPEX,2023-05-30,105203.95,USD
EXP_0008512,VEND_00727,Oracle_Financials,Sales,CC400,OPEX,2025-01-14,114377.94,USD
EXP_0008513,VEND_00197,NetSuite,Sales,CC400,OPEX,2023-01-31,186446.93,USD
EXP_0008514,VEND_01578,Oracle_Financials,Marketing,CC300,CAPEX,2025-02-22,12324.42,USD
EXP_0008515,VEND_01077,NetSuite,Finance,CC200,OPEX,2023-11-23,118098.66,USD
EXP_0008516,VEND_00480,SAP,IT,CC100,CAPEX,2024-02-28,75216.12,USD
EXP_0008517,VEND_01467,SAP,Marketing,CC300,CAPEX,2024-02-26,819.4,USD
EXP_0008518,VEND_01354,SAP,Operations,CC400,CAPEX,2023-11-07,107928.46,USD
EXP_0008519,VEND_01275,Oracle_Financials,IT,CC200,CAPEX,2024-03-29,85369.97,USD
EXP_0008520,VEND_01831,SAP,IT,CC100,CAPEX,2025-02-02,25891.44,USD
EXP_0008521,VEND_00890,Oracle_Financials,Operations,CC100,OPEX,2025-04-21,106102.87,USD
EXP_0008522,VEND_01807,Oracle_Financials,Sales,CC200,CAPEX,2024-10-14,170380.2,USD
EXP_0008523,VEND_01991,Oracle_Financials,Operations,CC200,CAPEX,2025-01-26,22765.66,USD
EXP_0008524,VEND_00925,NetSuite,Sales,CC300,OPEX,2023-10-08,552.79,USD
EXP_0008525,VEND_00123,Oracle_Financials,Sales,CC100,CAPEX,2023-06-05,143795.39,USD
EXP_0008526,VEND_01903,NetSuite,IT,CC400,CAPEX,2025-03-08,52279.38,USD
EXP_0008527,VEND_01411,Oracle_Financials,Sales,CC200,OPEX,2023-07-12,164208.25,USD
EXP_0008528,VEND_01363,Oracle_Financials,IT,CC400,CAPEX,2023-04-20,198388.89,USD
EXP_0008529,VEND_00778,NetSuite,Finance,CC100,OPEX,2023-05-15,181272.63,USD
EXP_0008530,VEND_00348,NetSuite,Operations,CC300,OPEX,2023-07-09,17221.15,USD
EXP_0008531,VEND_00029,SAP,Operations,CC100,CAPEX,2023-01-27,20132.32,USD
EXP_0008532,VEND_00975,SAP,Sales,CC400,OPEX,2025-02-19,181950.76,USD
EXP_0008533,VEND_00035,NetSuite,Sales,CC200,OPEX,2024-09-18,161633.32,USD
EXP_0008534,VEND_01542,SAP,Finance,CC300,OPEX,2024-09-23,145605.1,USD
EXP_0008535,VEND_01420,NetSuite,Finance,CC400,CAPEX,2023-10-01,179260.12,USD
EXP_0008536,VEND_00623,NetSuite,IT,CC200,CAPEX,2024-09-12,39825.29,USD
EXP_0008537,VEND_01318,SAP,Marketing,CC300,OPEX,2024-08-03,15468.76,USD
EXP_0008538,VEND_00589,NetSuite,Finance,CC400,OPEX,2024-09-19,27075.16,USD
EXP_0008539,VEND_01373,NetSuite,Finance,CC300,CAPEX,2023-08-25,41554.53,USD
EXP_0008540,VEND_01171,SAP,Operations,CC400,OPEX,2024-09-02,78109.61,USD
EXP_0008541,VEND_01091,Oracle_Financials,Operations,CC200,OPEX,2023-08-26,27449.71,USD
EXP_0008542,VEND_00904,Oracle_Financials,Finance,CC400,CAPEX,2023-08-25,130773.05,USD
EXP_0008543,VEND_00520,NetSuite,Finance,CC200,OPEX,2024-12-04,105610.52,USD
EXP_0008544,VEND_00122,SAP,Operations,CC100,CAPEX,2023-01-27,144628.27,USD
EXP_0008545,VEND_00340,SAP,Finance,CC400,CAPEX,2024-01-03,67582.32,USD
EXP_0008546,VEND_00175,Oracle_Financials,Finance,CC300,OPEX,2023-03-23,167614.81,USD
EXP_0008547,VEND_01924,NetSuite,Marketing,CC100,CAPEX,2024-12-05,123038.22,USD
EXP_0008548,VEND_01715,Oracle_Financials,Finance,CC200,CAPEX,2025-03-09,125508.01,USD
EXP_0008549,VEND_00597,Oracle_Financials,Sales,CC200,OPEX,2024-05-03,84084.79,USD
EXP_0008550,VEND_00451,NetSuite,Sales,CC100,CAPEX,2023-05-18,129041.16,USD
EXP_0008551,VEND_00557,NetSuite,Marketing,CC300,OPEX,2024-05-29,191543.87,USD
EXP_0008552,VEND_01160,NetSuite,Finance,CC300,OPEX,2025-05-16,102590.77,USD
EXP_0008553,VEND_01879,NetSuite,Marketing,CC200,OPEX,2024-09-11,139842.27,USD
EXP_0008554,VEND_01040,NetSuite,Finance,CC400,OPEX,2024-04-25,27053.67,USD
EXP_0008555,VEND_01357,NetSuite,Finance,CC300,CAPEX,2024-12-30,196366.36,USD
EXP_0008556,VEND_01219,NetSuite,Finance,CC200,OPEX,2024-10-27,86893.15,USD
EXP_0008557,VEND_01520,SAP,Sales,CC200,OPEX,2024-01-18,16968.34,USD
EXP_0008558,VEND_00009,SAP,Sales,CC100,OPEX,2023-07-08,117122.51,USD
EXP_0008559,VEND_01852,Oracle_Financials,IT,CC200,OPEX,2025-05-22,5471.71,USD
EXP_0008560,VEND_00334,Oracle_Financials,Marketing,CC200,CAPEX,2024-02-01,15890.39,USD
EXP_0008561,VEND_01357,SAP,Operations,CC100,OPEX,2024-05-18,157564.96,USD
EXP_0008562,VEND_01017,SAP,Marketing,CC400,OPEX,2024-04-30,36849.03,USD
EXP_0008563,VEND_00327,NetSuite,Marketing,CC100,OPEX,2023-05-21,137954.63,USD
EXP_0008564,VEND_00015,Oracle_Financials,Sales,CC200,OPEX,2023-06-17,126864.43,USD
EXP_0008565,VEND_00839,SAP,Finance,CC200,CAPEX,2023-07-17,177859.95,USD
EXP_0008566,VEND_01638,NetSuite,Marketing,CC400,CAPEX,2023-08-20,97092.64,USD
EXP_0008567,VEND_00226,SAP,Marketing,CC100,CAPEX,2023-02-03,130869.23,USD
