BudgetID,PlanningTool,Department,Month,Year,AllocatedBudget,RevisedBudget
BUD_0031979,Hyperion,Operations,5,2024,267514.79,3012178.07
BUD_0031980,Excel_Upload,Operations,7,2025,4195634.99,4667485.91
BUD_0031981,Anaplan,IT,11,2026,3578178.72,1469113.96
BUD_0031982,Hyperion,Finance,2,2024,2285044.27,4099881.15
BUD_0031983,Hyperion,Finance,9,2026,4456861.4,1873947.98
BUD_0031984,Excel_Upload,Sales,6,2025,2278978.99,4551981.61
BUD_0031985,Hyperion,Finance,1,2024,3338473.81,4462821.91
BUD_0031986,Hyperion,Sales,1,2026,2695657.16,2838985.09
BUD_0031987,Anaplan,Sales,9,2024,339199.46,453631.71
BUD_0031988,Hyperion,Operations,8,2024,171836.94,5926459.71
BUD_0031989,Hyperion,Sales,12,2024,503416.27,3515514.12
BUD_0031990,Hyperion,Marketing,12,2026,3689528.48,2016240.47
BUD_0031991,Hyperion,Sales,11,2024,3490642.85,1933749.75
BUD_0031992,Anaplan,Sales,9,2024,778535.11,2819562.79
BUD_0031993,Hyperion,Marketing,6,2026,188555.38,5535913.7
BUD_0031994,Anaplan,IT,9,2026,1637950.42,3480491.57
BUD_0031995,Anaplan,Finance,7,2024,4332270.99,987706.83
BUD_0031996,Anaplan,Finance,12,2024,661376.13,5126080.02
BUD_0031997,Excel_Upload,Finance,1,2025,694607.29,3877282.8
BUD_0031998,Excel_Upload,IT,4,2025,975163.85,4650060.43
BUD_0031999,Hyperion,Marketing,3,2026,2836822.72,2338661.83
BUD_0032000,Anaplan,Finance,4,2026,3536334.94,4072827.59
BUD_0032001,Excel_Upload,Finance,1,2025,4711210.23,966419.93
BUD_0032002,Hyperion,Sales,1,2024,2544636.56,697126.86
BUD_0032003,Excel_Upload,IT,4,2025,3837435.26,5890662.74
BUD_0032004,Anaplan,Finance,7,2025,4633922.3,5536994.5
BUD_0032005,Hyperion,IT,4,2024,3458088.9,5766585.25
BUD_0032006,Anaplan,Finance,12,2025,1119421.67,5539551.98
BUD_0032007,Anaplan,Finance,2,2024,1985832.96,3877782.2
BUD_0032008,Excel_Upload,Finance,4,2026,60213.38,3581408.2
BUD_0032009,Hyperion,Marketing,5,2026,1026527.41,5754821.19
BUD_0032010,Hyperion,Sales,5,2026,1101500.67,4728720.39
BUD_0032011,Hyperion,Marketing,9,2025,2108370.23,1262097.85
BUD_0032012,Excel_Upload,IT,12,2026,864593.28,5975528.97
BUD_0032013,Hyperion,Sales,2,2025,2982540.87,4986052.33
BUD_0032014,Excel_Upload,Operations,11,2025,578958.03,2373107.47
BUD_0032015,Hyperion,Marketing,6,2026,1397318.3,115500.37
BUD_0032016,Excel_Upload,Sales,9,2024,3796508.17,2034242.59
BUD_0032017,Hyperion,Finance,3,2026,942257.4,5161509.71
BUD_0032018,Excel_Upload,Finance,7,2026,225810.38,1737436.94
BUD_0032019,Anaplan,Marketing,2,2025,1594099.38,5891361.31
BUD_0032020,Anaplan,Sales,5,2024,3769029.98,5563898.81
BUD_0032021,Anaplan,Marketing,1,2026,2697502.6,4602700.62
BUD_0032022,Hyperion,Operations,3,2024,3829094.99,3997374.35
BUD_0032023,Excel_Upload,IT,5,2024,833262.04,2456056.92
BUD_0032024,Anaplan,Marketing,6,2026,2256619.67,5909711.91
BUD_0032025,Hyperion,IT,6,2026,2893913.91,4358467.37
BUD_0032026,Excel_Upload,Sales,6,2026,4695953.83,779947.91
BUD_0032027,Anaplan,Operations,1,2024,3510944.45,2532131.45
BUD_0032028,Anaplan,Marketing,3,2024,944999.0,692623.44
BUD_0032029,Hyperion,Sales,3,2026,4953439.53,5939840.19
BUD_0032030,Excel_Upload,Marketing,1,2024,4313049.66,1908725.23
BUD_0032031,Hyperion,Finance,6,2026,542308.51,4150307.52
BUD_0032032,Anaplan,Sales,10,2025,3248464.29,2894354.37
BUD_0032033,Hyperion,Operations,12,2026,2044469.23,5989117.66
BUD_0032034,Hyperion,Sales,2,2024,252764.37,3995635.36
BUD_0032035,Anaplan,Operations,1,2024,1067269.91,2658191.58
BUD_0032036,Anaplan,Finance,8,2025,1492990.74,3111975.6
BUD_0032037,Excel_Upload,Finance,1,2025,2935470.24,2868931.86
BUD_0032038,Excel_Upload,IT,6,2025,1673841.74,4448138.36
BUD_0032039,Anaplan,IT,10,2025,208757.6,1432486.64
BUD_0032040,Anaplan,Finance,10,2025,4805701.56,3339896.39
BUD_0032041,Excel_Upload,Finance,7,2026,4340078.7,689005.99
BUD_0032042,Hyperion,IT,10,2024,2352341.57,695870.81
BUD_0032043,Anaplan,IT,1,2025,3784870.86,1367340.24
BUD_0032044,Anaplan,IT,10,2026,4759684.18,918929.76
BUD_0032045,Hyperion,Sales,3,2024,483092.19,5808773.61
BUD_0032046,Excel_Upload,Finance,4,2024,2168282.04,560216.95
BUD_0032047,Excel_Upload,Marketing,11,2024,4293040.01,5896948.82
BUD_0032048,Hyperion,Operations,9,2026,1431377.36,1428081.76
BUD_0032049,Anaplan,Operations,7,2024,3705402.58,4189174.36
BUD_0032050,Hyperion,Operations,5,2024,2711033.65,4017052.58
BUD_0032051,Anaplan,Operations,6,2024,3771213.19,4432268.92
BUD_0032052,Excel_Upload,IT,7,2024,2109775.58,1026130.5
BUD_0032053,Anaplan,IT,7,2024,1690111.9,5233613.72
BUD_0032054,Anaplan,Finance,8,2026,81965.07,3573706.19
BUD_0032055,Anaplan,IT,10,2024,3457599.47,940095.92
BUD_0032056,Anaplan,Operations,9,2024,2671214.7,3012213.03
BUD_0032057,Anaplan,Sales,3,2026,3832280.87,3140492.82
BUD_0032058,Excel_Upload,Sales,6,2024,3280652.18,2829715.58
BUD_0032059,Hyperion,Marketing,11,2025,637804.53,4299329.93
BUD_0032060,Excel_Upload,Finance,11,2026,3168066.37,298633.57
BUD_0032061,Anaplan,Sales,7,2024,352266.62,2813742.61
BUD_0032062,Hyperion,Sales,11,2025,1619861.45,4571569.8
BUD_0032063,Anaplan,Sales,7,2025,56730.03,4498200.64
BUD_0032064,Excel_Upload,Operations,6,2026,99476.44,3971392.36
BUD_0032065,Excel_Upload,Operations,12,2025,248455.49,4954288.13
BUD_0032066,Anaplan,Marketing,12,2026,3335165.18,3447364.2
BUD_0032067,Anaplan,IT,2,2026,3038980.39,4882243.49
BUD_0032068,Hyperion,IT,11,2025,2067461.62,4592605.98
BUD_0032069,Hyperion,IT,7,2024,4428468.14,234137.32
BUD_0032070,Anaplan,Sales,6,2026,3380082.64,726685.02
BUD_0032071,Hyperion,IT,10,2025,3925623.76,3108000.8
BUD_0032072,Anaplan,IT,6,2025,4112152.47,1797309.23
BUD_0032073,Anaplan,Operations,12,2025,3512967.77,4125542.72
BUD_0032074,Anaplan,Operations,3,2026,3914930.02,2708501.81
BUD_0032075,Excel_Upload,IT,11,2026,4285075.58,2959450.09
BUD_0032076,Anaplan,Operations,4,2026,3931465.9,3208884.58
BUD_0032077,Anaplan,Operations,4,2025,3216969.79,593935.16
BUD_0032078,Anaplan,Sales,6,2024,2535367.66,3547209.27
BUD_0032079,Hyperion,Marketing,2,2026,2827028.31,4821951.75
BUD_0032080,Anaplan,Operations,9,2025,2272276.47,1668414.31
BUD_0032081,Excel_Upload,Marketing,3,2024,2573238.37,3441317.1
BUD_0032082,Excel_Upload,Finance,7,2024,2694155.25,5353858.97
BUD_0032083,Anaplan,IT,6,2025,3977157.68,924796.88
BUD_0032084,Anaplan,Marketing,5,2025,4905272.04,2823303.09
BUD_0032085,Anaplan,Marketing,9,2025,4568812.19,3274719.06
BUD_0032086,Excel_Upload,Finance,7,2026,3286018.64,1297522.92
BUD_0032087,Hyperion,IT,8,2026,4182236.65,5665644.85
BUD_0032088,Hyperion,IT,10,2025,221580.72,1159051.98
BUD_0032089,Anaplan,IT,6,2025,2296741.5,698048.48
BUD_0032090,Hyperion,Operations,1,2025,3417410.98,5772021.95
BUD_0032091,Excel_Upload,Sales,4,2024,2664643.41,281365.43
BUD_0032092,Anaplan,Sales,11,2025,2779954.34,5057968.65
BUD_0032093,Hyperion,Operations,2,2024,2814631.78,5687949.52
BUD_0032094,Anaplan,IT,7,2025,230688.65,5178217.53
BUD_0032095,Anaplan,Finance,10,2026,4250913.38,461207.46
BUD_0032096,Excel_Upload,Operations,11,2024,2336884.51,5856855.82
BUD_0032097,Excel_Upload,Operations,5,2026,2889322.74,2702858.1
BUD_0032098,Hyperion,Marketing,5,2025,607612.3,278693.46
BUD_0032099,Excel_Upload,Operations,9,2026,3568781.86,4590859.8
BUD_0032100,Anaplan,IT,4,2026,558445.15,4986164.37
BUD_0032101,Excel_Upload,Operations,11,2025,2827246.31,5619968.01
BUD_0032102,Hyperion,Sales,3,2025,3315710.6,827725.49
BUD_0032103,Hyperion,Sales,12,2024,3184820.61,3048903.98
BUD_0032104,Hyperion,Operations,1,2026,4527359.91,3822794.15
BUD_0032105,Excel_Upload,Finance,5,2025,4630104.11,878909.55
BUD_0032106,Excel_Upload,Marketing,11,2025,2761661.72,625756.6
BUD_0032107,Excel_Upload,Operations,11,2024,4334902.51,5998589.6
BUD_0032108,Excel_Upload,IT,3,2025,4359483.35,3602308.92
BUD_0032109,Excel_Upload,Finance,6,2025,3055297.59,5008454.7
BUD_0032110,Hyperion,IT,8,2024,3081317.88,5765089.72
BUD_0032111,Hyperion,IT,2,2025,3187461.41,1219905.08
BUD_0032112,Excel_Upload,Marketing,1,2026,3749981.4,615201.46
BUD_0032113,Anaplan,Marketing,4,2026,3837692.6,1779314.65
BUD_0032114,Hyperion,Sales,9,2026,4626130.77,5880257.95
BUD_0032115,Anaplan,IT,12,2025,3919061.12,155758.09
BUD_0032116,Anaplan,Operations,4,2026,1139418.07,3737420.68
BUD_0032117,Hyperion,IT,4,2025,2129346.1,1480242.35
BUD_0032118,Anaplan,Sales,5,2024,2394164.43,5036822.98
BUD_0032119,Anaplan,IT,2,2024,241244.66,4831172.13
BUD_0032120,Hyperion,Marketing,2,2024,1131589.15,4221165.19
BUD_0032121,Hyperion,Sales,2,2024,1953404.39,5345758.28
BUD_0032122,Excel_Upload,Finance,7,2025,2332189.96,3260119.36
BUD_0032123,Hyperion,IT,12,2026,4146073.84,5792483.82
BUD_0032124,Anaplan,IT,10,2025,3158589.47,3044418.08
BUD_0032125,Hyperion,Marketing,12,2025,110441.18,2182114.39
BUD_0032126,Excel_Upload,Finance,7,2026,782171.06,275703.91
BUD_0032127,Hyperion,IT,9,2024,3015638.87,2977759.2
BUD_0032128,Anaplan,IT,10,2024,3436710.68,2498627.51
BUD_0032129,Hyperion,Finance,9,2024,2968940.33,1750383.93
BUD_0032130,Anaplan,Marketing,2,2026,1539761.94,3563352.13
BUD_0032131,Hyperion,Operations,4,2024,1337474.21,3224302.84
BUD_0032132,Excel_Upload,Finance,7,2025,1443132.03,2924109.22
BUD_0032133,Excel_Upload,Marketing,4,2024,2566329.64,2136799.74
BUD_0032134,Hyperion,IT,2,2024,3176173.13,2618295.71
BUD_0032135,Anaplan,Finance,3,2024,3917421.94,3922687.84
BUD_0032136,Excel_Upload,Marketing,6,2024,2259558.19,4923045.07
BUD_0032137,Anaplan,IT,4,2024,1357164.43,1957657.59
BUD_0032138,Hyperion,Sales,4,2024,705109.77,5013538.66
BUD_0032139,Excel_Upload,Marketing,7,2025,3113388.58,1721932.21
BUD_0032140,Excel_Upload,Marketing,9,2025,527048.12,2941988.02
BUD_0032141,Anaplan,Marketing,12,2024,1949945.4,3768978.88
BUD_0032142,Excel_Upload,IT,7,2025,2197643.15,5219391.4
BUD_0032143,Anaplan,Operations,12,2026,3451873.41,3732270.06
BUD_0032144,Anaplan,Operations,9,2026,4345999.57,5864991.94
BUD_0032145,Hyperion,Sales,6,2025,2626805.79,5073708.05
BUD_0032146,Anaplan,Finance,1,2025,3089275.18,2234250.61
BUD_0032147,Excel_Upload,Sales,5,2025,3669089.74,2617726.15
BUD_0032148,Anaplan,Finance,4,2025,1973878.4,2822482.78
BUD_0032149,Excel_Upload,Finance,2,2026,4341906.43,2614969.0
BUD_0032150,Anaplan,Sales,10,2026,4404690.56,2290144.54
BUD_0032151,Hyperion,Sales,4,2026,3415797.6,365882.31
BUD_0032152,Hyperion,Marketing,7,2026,3798678.3,2200954.08
BUD_0032153,Anaplan,IT,5,2024,3747655.63,2153587.21
BUD_0032154,Anaplan,Operations,8,2026,953536.39,3984205.37
BUD_0032155,Anaplan,Finance,2,2026,870170.46,1845080.84
BUD_0032156,Hyperion,Finance,3,2026,3919751.8,2731858.05
BUD_0032157,Anaplan,Marketing,6,2024,3118618.04,5023960.7
BUD_0032158,Anaplan,Operations,3,2025,2469146.28,3862224.99
BUD_0032159,Excel_Upload,IT,5,2025,4225766.61,2470688.67
BUD_0032160,Hyperion,Marketing,6,2024,4009899.15,4371974.94
BUD_0032161,Hyperion,IT,11,2026,2978189.46,4517996.33
BUD_0032162,Anaplan,Finance,11,2026,2617420.47,2361288.7
BUD_0032163,Anaplan,Operations,12,2025,1224202.84,3721190.21
BUD_0032164,Excel_Upload,Finance,10,2026,2386654.57,5010615.45
BUD_0032165,Anaplan,Marketing,4,2025,1949533.04,4943372.19
BUD_0032166,Hyperion,IT,6,2024,1132956.13,1803120.53
BUD_0032167,Excel_Upload,IT,2,2025,3197070.36,2471442.76
BUD_0032168,Hyperion,Finance,2,2025,646718.34,1380054.68
BUD_0032169,Anaplan,Marketing,11,2025,162224.05,2284258.97
BUD_0032170,Excel_Upload,Operations,9,2026,200276.66,3166755.02
BUD_0032171,Hyperion,Sales,5,2026,3876970.81,5289673.21
BUD_0032172,Hyperion,Marketing,8,2026,759948.05,5797652.42
BUD_0032173,Hyperion,Operations,4,2025,1283927.89,3431484.65
BUD_0032174,Anaplan,Operations,3,2025,847780.21,5373906.83
BUD_0032175,Anaplan,IT,3,2024,2253928.46,749080.83
BUD_0032176,Anaplan,Sales,8,2024,868872.2,758992.63
BUD_0032177,Anaplan,Sales,10,2024,1881225.42,3979060.94
BUD_0032178,Hyperion,Sales,10,2026,2938800.27,4507666.19
BUD_0032179,Excel_Upload,Finance,9,2025,1754149.79,713031.59
BUD_0032180,Anaplan,IT,4,2025,3076485.21,4180441.1
BUD_0032181,Excel_Upload,Marketing,6,2024,425713.02,890877.85
BUD_0032182,Hyperion,Finance,2,2024,1548271.35,5254800.61
BUD_0032183,Anaplan,Finance,9,2026,890371.86,5034980.61
BUD_0032184,Hyperion,Sales,7,2025,2802646.26,3105602.25
BUD_0032185,Anaplan,Sales,7,2024,4365897.44,4731848.32
BUD_0032186,Anaplan,Operations,9,2026,4140003.93,1243569.46
BUD_0032187,Excel_Upload,Operations,3,2024,2137818.45,417878.14
BUD_0032188,Hyperion,IT,8,2025,4513374.03,540868.19
BUD_0032189,Hyperion,IT,7,2026,1023654.77,3712764.19
BUD_0032190,Hyperion,Marketing,8,2026,3817857.39,2237997.24
BUD_0032191,Excel_Upload,Finance,5,2025,651673.56,2168675.81
BUD_0032192,Excel_Upload,Sales,11,2026,1665325.25,5413735.85
BUD_0032193,Hyperion,Sales,12,2024,4067995.99,3756385.98
BUD_0032194,Hyperion,IT,5,2026,4534541.64,4185861.72
BUD_0032195,Anaplan,Operations,3,2026,1833929.25,1430155.1
BUD_0032196,Anaplan,Marketing,12,2024,816868.21,78647.79
BUD_0032197,Excel_Upload,Finance,11,2025,3947251.3,3574642.08
BUD_0032198,Anaplan,IT,8,2024,1978793.12,3609891.4
BUD_0032199,Hyperion,Operations,2,2024,3526007.01,4725495.47
BUD_0032200,Hyperion,Operations,8,2026,1653848.52,3509476.63
BUD_0032201,Anaplan,Finance,6,2025,4580234.7,4089849.42
BUD_0032202,Anaplan,Finance,9,2026,4122930.03,4016727.68
BUD_0032203,Excel_Upload,IT,4,2026,4265256.01,2952433.11
BUD_0032204,Anaplan,Finance,7,2025,1418742.57,3379692.13
BUD_0032205,Excel_Upload,Sales,10,2024,1598656.74,2983632.42
BUD_0032206,Anaplan,Operations,2,2025,378195.33,3183012.97
BUD_0032207,Anaplan,Operations,2,2024,2331904.55,3460557.83
BUD_0032208,Anaplan,Sales,3,2026,232826.1,4135921.12
BUD_0032209,Anaplan,Marketing,7,2025,176667.98,4970987.62
BUD_0032210,Hyperion,Marketing,9,2025,4748437.45,4183403.53
BUD_0032211,Hyperion,Finance,6,2025,2578430.19,5815976.2
BUD_0032212,Hyperion,IT,6,2026,3085345.51,5284646.31
BUD_0032213,Anaplan,Marketing,10,2025,3061294.72,1497928.38
BUD_0032214,Excel_Upload,IT,7,2025,3161684.01,3141873.14
BUD_0032215,Anaplan,IT,2,2025,1477421.11,358135.84
BUD_0032216,Hyperion,Marketing,9,2024,3582991.24,2345211.62
BUD_0032217,Excel_Upload,IT,3,2026,3961614.77,4875421.11
BUD_0032218,Excel_Upload,Finance,6,2024,4868095.13,2169678.35
BUD_0032219,Hyperion,Sales,11,2024,2412936.81,3474360.67
BUD_0032220,Anaplan,Sales,5,2024,1667016.93,3135943.23
BUD_0032221,Excel_Upload,Finance,12,2024,4767785.23,3496507.26
BUD_0032222,Excel_Upload,Finance,7,2026,238715.08,2628733.0
BUD_0032223,Hyperion,Operations,10,2026,4464348.73,4001368.4
BUD_0032224,Excel_Upload,Sales,10,2026,3580315.29,2111206.22
BUD_0032225,Excel_Upload,Finance,12,2024,1331178.34,2427376.61
BUD_0032226,Excel_Upload,Marketing,10,2026,585184.15,162966.36
BUD_0032227,Anaplan,IT,4,2024,467771.53,3780060.69
BUD_0032228,Anaplan,Finance,3,2026,1450356.43,5100900.96
BUD_0032229,Hyperion,Marketing,9,2025,4673323.75,254302.66
BUD_0032230,Anaplan,Operations,6,2025,427483.42,4449571.07
BUD_0032231,Excel_Upload,Sales,8,2024,1361334.57,3213790.64
BUD_0032232,Anaplan,Marketing,8,2024,2033689.25,4939623.72
BUD_0032233,Excel_Upload,IT,2,2025,1074260.67,4705565.07
BUD_0032234,Excel_Upload,Marketing,5,2025,2088244.6,1756278.24
BUD_0032235,Anaplan,Operations,1,2024,4137836.35,2483430.26
BUD_0032236,Anaplan,IT,3,2026,601177.94,3473050.11
BUD_0032237,Anaplan,Sales,11,2024,205475.6,2823775.44
BUD_0032238,Anaplan,IT,12,2024,1369276.05,5414623.07
BUD_0032239,Hyperion,Marketing,6,2026,1421951.47,3779973.35
BUD_0032240,Anaplan,Finance,4,2026,2167282.21,5913749.57
BUD_0032241,Hyperion,Finance,10,2026,241509.87,2051802.12
BUD_0032242,Excel_Upload,IT,3,2025,1821999.05,4808392.65
BUD_0032243,Hyperion,IT,8,2026,2360672.48,3118940.59
BUD_0032244,Excel_Upload,Operations,11,2026,4193118.93,4636800.03
BUD_0032245,Hyperion,Marketing,2,2025,2189558.27,1635855.26
BUD_0032246,Hyperion,IT,1,2025,4111014.67,891026.75
BUD_0032247,Excel_Upload,Finance,6,2024,1156417.23,1772642.64
BUD_0032248,Hyperion,Sales,5,2025,658258.08,5365261.32
BUD_0032249,Excel_Upload,Marketing,10,2025,1095578.23,4363093.7
BUD_0032250,Anaplan,Operations,1,2024,4928877.94,1578485.23
BUD_0032251,Excel_Upload,Marketing,10,2024,2028790.94,2083076.75
BUD_0032252,Hyperion,Finance,9,2024,2063601.61,5044023.25
BUD_0032253,Anaplan,Marketing,6,2025,3686927.19,1960703.9
BUD_0032254,Hyperion,Operations,12,2025,2607719.51,4526745.39
BUD_0032255,Anaplan,Operations,12,2025,2506790.85,231401.1
BUD_0032256,Excel_Upload,Sales,4,2026,2045304.0,2277252.28
BUD_0032257,Anaplan,Marketing,9,2026,1085152.63,3202289.93
BUD_0032258,Anaplan,Sales,8,2024,3398282.15,1780082.41
BUD_0032259,Anaplan,IT,9,2026,2387897.55,2181681.17
BUD_0032260,Hyperion,Sales,5,2025,3057736.97,1995156.0
BUD_0032261,Anaplan,IT,11,2026,3976867.65,4244808.43
BUD_0032262,Excel_Upload,IT,8,2026,1023608.98,189312.73
BUD_0032263,Excel_Upload,IT,11,2025,2071740.71,3727692.4
BUD_0032264,Excel_Upload,Finance,11,2025,2780139.73,4536385.06
BUD_0032265,Anaplan,Operations,11,2024,4688338.55,112943.77
BUD_0032266,Excel_Upload,IT,2,2026,711151.62,1851658.02
BUD_0032267,Hyperion,Marketing,10,2025,4662306.01,2698959.91
BUD_0032268,Excel_Upload,Finance,1,2026,3467615.71,3619828.25
BUD_0032269,Anaplan,IT,8,2024,4111300.93,1771235.61
BUD_0032270,Excel_Upload,IT,6,2026,178667.0,5938136.21
BUD_0032271,Anaplan,Operations,3,2024,1289827.07,3222011.16
BUD_0032272,Anaplan,Finance,9,2026,1765613.41,571949.3
BUD_0032273,Excel_Upload,Finance,3,2025,1008000.01,1221353.14
BUD_0032274,Hyperion,Sales,11,2025,3417318.1,1774648.89
BUD_0032275,Hyperion,Marketing,10,2025,4575414.85,3140264.12
BUD_0032276,Excel_Upload,Operations,4,2025,2854464.51,4422033.35
BUD_0032277,Anaplan,Sales,9,2025,3096671.02,4810592.64
BUD_0032278,Excel_Upload,Sales,5,2024,3810612.63,2309477.32
BUD_0032279,Anaplan,Marketing,6,2026,549389.76,671905.63
BUD_0032280,Anaplan,Operations,4,2025,1231462.85,3317545.73
BUD_0032281,Anaplan,Marketing,3,2026,3343121.8,2853052.29
BUD_0032282,Hyperion,Operations,6,2025,1341682.11,3721852.14
BUD_0032283,Hyperion,IT,5,2024,2666843.23,2661851.81
BUD_0032284,Excel_Upload,Finance,2,2024,4261878.8,2743462.82
BUD_0032285,Hyperion,IT,7,2026,4738204.14,2967108.31
BUD_0032286,Anaplan,IT,12,2024,1053368.47,3460524.56
BUD_0032287,Anaplan,IT,5,2026,80086.21,4767500.82
BUD_0032288,Excel_Upload,Marketing,11,2025,1757502.84,403730.96
BUD_0032289,Anaplan,Operations,8,2024,1419548.0,5761499.9
BUD_0032290,Excel_Upload,IT,1,2025,421395.94,1167134.71
BUD_0032291,Excel_Upload,Finance,9,2025,3701402.01,2347049.68
BUD_0032292,Anaplan,IT,12,2026,4375853.0,5315595.99
BUD_0032293,Hyperion,Sales,9,2026,2279024.77,5582524.41
BUD_0032294,Anaplan,Sales,8,2024,3306494.57,2790650.84
BUD_0032295,Anaplan,Marketing,8,2025,2638779.13,4812849.8
BUD_0032296,Excel_Upload,Finance,11,2026,1094128.2,4308968.8
BUD_0032297,Hyperion,Marketing,12,2026,1596943.2,2797647.59
BUD_0032298,Excel_Upload,Marketing,6,2024,3005862.44,4356532.12
BUD_0032299,Anaplan,Marketing,8,2025,669513.01,2062596.93
BUD_0032300,Excel_Upload,IT,5,2026,448428.81,4887651.21
BUD_0032301,Excel_Upload,Operations,9,2024,3626834.47,5391892.4
BUD_0032302,Anaplan,Operations,9,2026,1741506.3,3822631.31
BUD_0032303,Excel_Upload,Finance,1,2024,3558585.59,5396077.49
BUD_0032304,Anaplan,IT,9,2025,718423.6,820670.74
BUD_0032305,Excel_Upload,Operations,1,2024,3615858.96,3233865.43
BUD_0032306,Hyperion,Sales,12,2025,881416.72,70818.05
BUD_0032307,Anaplan,Marketing,12,2025,3870855.01,1487733.55
BUD_0032308,Hyperion,Operations,6,2026,4030801.41,4438500.0
BUD_0032309,Excel_Upload,Marketing,1,2025,1915849.14,1017727.01
BUD_0032310,Hyperion,IT,11,2024,1734464.42,5882435.03
BUD_0032311,Hyperion,Operations,6,2026,4063622.85,4021073.46
BUD_0032312,Hyperion,Marketing,8,2026,2731333.12,3824063.55
BUD_0032313,Excel_Upload,Operations,5,2026,3383114.32,3227175.32
BUD_0032314,Anaplan,Operations,4,2025,1327422.88,4476333.88
BUD_0032315,Excel_Upload,Finance,12,2024,1655079.2,2101690.04
BUD_0032316,Excel_Upload,Finance,11,2026,4679196.6,4249884.27
BUD_0032317,Excel_Upload,IT,4,2026,880473.78,2553239.43
BUD_0032318,Anaplan,Marketing,12,2024,3806424.26,5912755.61
BUD_0032319,Excel_Upload,Finance,6,2024,166471.15,1956257.01
BUD_0032320,Excel_Upload,Finance,10,2024,1946992.81,3982242.51
BUD_0032321,Anaplan,IT,1,2025,3937718.22,4850707.15
BUD_0032322,Anaplan,Sales,8,2025,2987097.07,1538390.82
BUD_0032323,Anaplan,Sales,7,2024,2592696.42,3363895.08
BUD_0032324,Hyperion,Operations,1,2026,59789.23,2772916.59
BUD_0032325,Anaplan,IT,11,2025,4869336.7,2888784.2
BUD_0032326,Hyperion,Marketing,11,2025,4882493.65,3149381.06
BUD_0032327,Hyperion,Finance,5,2025,3364427.6,2408718.07
BUD_0032328,Excel_Upload,Sales,3,2024,676160.22,933737.84
BUD_0032329,Hyperion,Finance,10,2024,2256256.76,3306326.01
BUD_0032330,Excel_Upload,Operations,1,2024,2625998.41,2809211.53
BUD_0032331,Hyperion,Finance,3,2024,2378744.48,1456846.28
BUD_0032332,Anaplan,IT,12,2026,3751351.82,1335903.46
BUD_0032333,Excel_Upload,Marketing,9,2026,2153052.47,645107.95
BUD_0032334,Hyperion,Finance,7,2024,3799697.47,401412.89
BUD_0032335,Excel_Upload,Marketing,11,2026,950299.86,4556020.64
BUD_0032336,Anaplan,IT,11,2025,3861039.6,5810529.5
BUD_0032337,Hyperion,Operations,5,2026,4776564.03,4437624.21
BUD_0032338,Hyperion,IT,3,2026,2149617.62,2297925.71
BUD_0032339,Anaplan,Sales,10,2025,307223.82,5337923.57
BUD_0032340,Hyperion,Operations,1,2026,3587057.12,654568.23
BUD_0032341,Hyperion,Finance,1,2025,2180691.88,2837515.01
BUD_0032342,Excel_Upload,Marketing,2,2025,1613207.39,5972027.54
BUD_0032343,Hyperion,Operations,2,2025,988886.39,5577216.01
BUD_0032344,Anaplan,Operations,2,2026,4372798.83,5833106.34
BUD_0032345,Hyperion,Sales,1,2024,3842846.63,4682939.3
BUD_0032346,Excel_Upload,Finance,9,2026,4800737.96,5020012.09
BUD_0032347,Hyperion,Operations,1,2026,4776451.38,91556.75
BUD_0032348,Excel_Upload,Sales,3,2025,3088467.1,1893923.45
BUD_0032349,Hyperion,Marketing,10,2024,888852.16,2078738.4
BUD_0032350,Excel_Upload,Marketing,3,2024,1061324.1,4546851.49
BUD_0032351,Excel_Upload,Finance,7,2024,2904537.46,2025833.62
BUD_0032352,Hyperion,Finance,9,2026,4089030.52,5729607.0
BUD_0032353,Anaplan,Finance,3,2025,2979828.88,5263003.79
BUD_0032354,Anaplan,Marketing,1,2024,1530713.99,378942.2
BUD_0032355,Hyperion,IT,11,2025,2214400.2,1605730.71
BUD_0032356,Hyperion,Finance,8,2026,838490.98,2580322.3
BUD_0032357,Hyperion,IT,6,2026,2191017.53,3263833.88
BUD_0032358,Hyperion,IT,12,2024,4026258.63,4075231.17
BUD_0032359,Hyperion,Finance,1,2026,340750.42,1314561.5
BUD_0032360,Anaplan,IT,12,2026,1028971.37,4908644.77
BUD_0032361,Excel_Upload,IT,3,2026,4304337.32,5969498.26
BUD_0032362,Excel_Upload,IT,3,2026,360199.98,2318757.63
BUD_0032363,Anaplan,Sales,7,2026,3781186.86,4446493.09
BUD_0032364,Anaplan,Operations,5,2026,2211214.27,4184191.88
BUD_0032365,Excel_Upload,Finance,9,2026,2422270.4,968621.19
BUD_0032366,Anaplan,Sales,1,2026,2463827.78,4958009.77
BUD_0032367,Hyperion,Finance,8,2024,841243.7,653918.85
BUD_0032368,Anaplan,Operations,8,2024,4516175.83,4633447.28
BUD_0032369,Anaplan,IT,8,2024,1711242.71,2922671.73
BUD_0032370,Anaplan,Sales,11,2025,3398291.56,3930658.93
BUD_0032371,Anaplan,Finance,9,2026,1297933.31,4587468.39
BUD_0032372,Excel_Upload,IT,5,2025,599876.28,3085642.95
BUD_0032373,Excel_Upload,Marketing,3,2024,4613776.77,3629897.52
BUD_0032374,Excel_Upload,Sales,4,2026,3964875.74,2635017.62
